,GSM00001
CD209C,0.0000317
MPP6,0.0000316
AEBP1,0.0000315
BEST2,0.0000315
LAMA5,0.0000315
GJD4,0.0000315
FERMT2,0.0000315
COL6A1,0.0000315
F2RL1,0.0000315
TEX19.2,0.0000315
TMC6,0.0000314
ITPRIPL1,0.0000314
NID1,0.0000313
MAFK,0.0000313
ADCY8,0.0000313
CPM,0.0000313
UGT8A,0.0000312
SPHK1,0.0000312
WIPF1,0.0000312
ALMS1,0.0000312
TNFRSF18,0.0000311
GRM3,0.0000311
DACH1,0.000031
SAMD4,0.000031
RGS3,0.000031
FNDC10,0.000031
RGS4,0.0000309
GALNT3,0.0000308
SPRY4,0.0000308
FAM43A,0.0000308
RAI1,0.0000307
JAK3,0.0000307
GRB10,0.0000307
ROR1,0.0000307
CRACR2B,0.0000306
ADAMTS12,0.0000306
ABCB4,0.0000305
NLRP9C,0.0000304
TMED9,0.0000303
MIER3,0.0000302
SYT17,0.00003
FGF4,0.0000299
CACNA2D1,0.0000299
FRZB,0.0000298
KBTBD13,0.0000298
DAPK2,0.0000298
STAC2,0.0000297
PAWR,0.0000297
CDC42EP5,0.0000296
CDC42EP1,0.0000296
EPHB4,0.0000296
PADI2,0.0000295
NRK,0.0000295
SGK1,0.0000294
LAMB3,0.0000294
PTPN21,0.0000294
TMEM132A,0.0000293
MYCL,0.0000293
RASL12,0.0000293
ZSCAN10,0.0000293
ZFP462,0.0000293
SH2D4A,0.0000292
GPC6,0.0000291
ITPRIPL2,0.000029
HSD17B2,0.0000289
TDRD7,0.0000289
IGFBP7,0.0000288
RPS6KA3,0.0000288
NBL1,0.0000288
HRH1,0.0000287
IL1F9,0.0000287
BICC1,0.0000286
CST6,0.0000286
TBC1D1,0.0000285
CLCF1,0.0000285
ITGAM,0.0000284
TGFBR3L,0.0000284
KHDRBS3,0.0000284
TLE3,0.0000283
SGMS2,0.0000283
ACKR3,0.0000282
CTSH,0.0000282
LAMA1,0.0000281
FAM129A,0.0000281
TEKT1,0.000028
HOMER2,0.0000279
SIX5,0.0000279
BACH2,0.0000279
GPNMB,0.0000279
CD72,0.0000278
TFF1,0.0000278
PLXDC2,0.0000277
GNG12,0.0000277
PLXND1,0.0000277
SH3BP4,0.0000276
BTG4,0.0000276
EXOC3L2,0.0000276
PRSS23,0.0000275
GRIN2D,0.0000274
KLHL40,0.0000274
NOS2,0.0000273
CXCR2,0.0000273
KLK7,0.0000273
AKAP2,0.0000273
EDN1,0.0000273
PPM1E,0.0000272
PLEKHG5,0.0000272
LOX,0.0000271
LBX2,0.0000271
DNAAF1,0.0000271
DOCK5,0.0000271
PRRG4,0.0000271
CYR61,0.000027
S1PR1,0.0000269
ALKBH3,0.0000269
MYO1H,0.0000269
LSM14B,0.0000269
GAL3ST2,0.0000268
ATP12A,0.0000268
EVC,0.0000266
SSPN,0.0000265
MEF2C,0.0000264
HRG,0.0000264
TEX33,0.0000264
PCDH10,0.0000263
EPHA4,0.0000263
ANGPT4,0.0000263
MOBP,0.0000261
ADGRG2,0.0000261
PLS3,0.000026
GAB3,0.000026
IL7,0.0000259
CES5A,0.0000259
SPATA3,0.0000258
VEGFC,0.0000257
ABTB2,0.0000257
ADM2,0.0000257
EVA1C,0.0000257
SLC5A1,0.0000256
PPARG,0.0000256
VPS37B,0.0000255
MPP7,0.0000255
GJC2,0.0000255
MYH11,0.0000254
TNFSF9,0.0000254
CHST7,0.0000254
PLEKHH3,0.0000254
FREM1,0.0000254
STK26,0.0000253
CHRDL2,0.0000253
PRR29,0.0000253
ZMAT4,0.0000253
EXPH5,0.0000253
DNAL4,0.0000252
ITGA7,0.0000252
FAM49A,0.0000252
EVA1B,0.0000252
NAGS,0.0000251
NIPAL1,0.0000251
GLDC,0.000025
DST,0.000025
AXL,0.000025
TMEM229A,0.000025
AMOTL1,0.0000249
SULF1,0.0000249
PIP4K2C,0.0000247
SH3BGRL2,0.0000247
NAT2,0.0000247
LMO7,0.0000247
PACSIN3,0.0000246
ITGB5,0.0000246
PMAIP1,0.0000246
AP3B1,0.0000246
LRRFIP1,0.0000246
LRRC8E,0.0000246
TNS3,0.0000246
MKLN1,0.0000245
CD302,0.0000245
B3GNT4,0.0000245
ZFP185,0.0000244
CPLX3,0.0000244
PARD3B,0.0000244
TOM1L1,0.0000244
SCN1B,0.0000243
NID2,0.0000243
MATN2,0.0000242
SLC6A6,0.0000242
VIPR2,0.0000242
CD300LD,0.0000242
RBMS1,0.0000241
TAS1R1,0.0000241
COL4A5,0.0000241
N4BP3,0.0000241
COL11A1,0.000024
ANGPTL2,0.000024
PLP1,0.000024
CAMK1D,0.000024
GDPD2,0.000024
HSPA12B,0.000024
SND1,0.0000239
GLIS2,0.0000239
VANGL2,0.0000239
NRD1,0.0000239
TLL1,0.0000238
VGLL3,0.0000238
LOXL1,0.0000238
GALNT12,0.0000238
CCND3,0.0000237
FSTL1,0.0000237
PLA2G2D,0.0000237
UST,0.0000237
SNTG2,0.0000236
ZKSCAN7,0.0000236
FARP1,0.0000236
KLF4,0.0000235
PENK,0.0000235
MAMDC2,0.0000235
IL17RB,0.0000234
ADGRG6,0.0000234
PTPRK,0.0000233
FILIP1L,0.0000233
PXDC1,0.0000232
THBS1,0.0000232
HSD11B2,0.000023
SPTBN1,0.0000228
TGM3,0.0000228
TNFRSF9,0.0000228
MMP23,0.0000227
ARSG,0.0000227
CHRNB1,0.0000226
EMP2,0.0000226
MAPKAPK2,0.0000226
APBA1,0.0000226
LTBP4,0.0000225
KRT78,0.0000225
ZFP608,0.0000225
POLR2F,0.0000224
UBTD1,0.0000223
PCDH20,0.0000223
CPT1C,0.0000223
PLEKHB1,0.0000222
MYO5A,0.0000222
CCDC102A,0.0000222
GNG11,0.0000222
GRK4,0.0000221
DENND1C,0.0000221
HELZ2,0.0000221
ANO3,0.0000221
CPNE4,0.000022
SMAD6,0.0000219
FBP1,0.0000219
WISP1,0.0000219
TMC8,0.0000219
CYP27A1,0.0000218
CDYL,0.0000218
PTGDR,0.0000218
GPR63,0.0000218
ZFP365,0.0000218
IQGAP2,0.0000218
CNKSR3,0.0000218
CACNG3,0.0000218
LEP,0.0000217
NPR1,0.0000217
FUCA1,0.0000216
RAI14,0.0000216
PRSS50,0.0000215
MEGF10,0.0000214
ZBTB42,0.0000213
SDSL,0.0000212
HTR5A,0.0000212
PRKCD,0.0000212
GNAT1,0.0000212
MTAP,0.0000211
FA2H,0.0000211
PCDH9,0.0000211
FILIP1,0.0000211
PLA2G16,0.0000211
HK2,0.000021
MGLL,0.000021
NDFIP2,0.000021
ZKSCAN3,0.0000209
TBC1D8,0.0000209
LSP1,0.0000209
HEPACAM,0.0000209
CCNJL,0.0000208
CXCL13,0.0000207
CD247,0.0000207
PIRB,0.0000207
EML5,0.0000207
CDK6,0.0000207
ARHGEF40,0.0000207
CSF1,0.0000206
SBF2,0.0000206
PIGM,0.0000205
GDF2,0.0000205
SYDE2,0.0000205
CAPN11,0.0000205
PHLDB2,0.0000205
TAC1,0.0000204
MASP1,0.0000204
P3H3,0.0000204
CDKN1A,0.0000203
RBM24,0.0000203
EDNRB,0.0000202
LIX1L,0.0000202
PYCR1,0.0000201
FNDC5,0.0000201
BCAR3,0.00002
ADGRA2,0.00002
SLC7A2,0.00002
LVRN,0.00002
FAT4,0.00002
DHDH,0.0000199
CACNA1F,0.0000198
CREB3L1,0.0000197
MERTK,0.0000197
ZFP647,0.0000197
SORBS3,0.0000195
GSDMA2,0.0000195
JAK1,0.0000195
DBX2,0.0000195
PLCL1,0.0000195
ANK,0.0000195
SLC2A10,0.0000194
MAP7,0.0000194
MS4A10,0.0000194
WTIP,0.0000194
STAB1,0.0000194
ADAMTS7,0.0000194
GNG7,0.0000194
KITL,0.0000193
RASL11B,0.0000193
PURG,0.0000193
CD3EAP,0.0000193
TFAP2E,0.0000193
FHL2,0.0000192
MBP,0.0000192
FGF17,0.0000192
RBMX2,0.0000192
DNM3,0.0000191
SLC25A26,0.0000191
LTBR,0.000019
FSTL3,0.000019
PARM1,0.000019
RASGRP4,0.000019
CERCAM,0.000019
TEAD2,0.000019
IGLON5,0.000019
STXBP2,0.0000189
RUVBL1,0.0000189
NFE2L3,0.0000189
PDGFC,0.0000189
RNF150,0.0000189
MYO3B,0.0000189
ANKRD33B,0.0000188
NLRP9B,0.0000188
GRB14,0.0000187
GNAI2,0.0000187
LTBP1,0.0000187
OTOS,0.0000187
ITPR1,0.0000186
PTGFR,0.0000185
TXNDC5,0.0000185
ERN2,0.0000185
TG,0.0000185
FIGN,0.0000184
ITGA2B,0.0000183
RHOJ,0.0000183
RTN4R,0.0000183
TOR4A,0.0000183
GALR1,0.0000183
SEMA5A,0.0000182
SLC46A1,0.0000182
IL15,0.0000181
STAC,0.0000181
ODF3,0.0000181
ACO1,0.0000181
HBA-X,0.0000181
FBXL14,0.000018
HIST1H2BG,0.000018
PPP1R14A,0.000018
ZADH2,0.000018
IRAK3,0.0000179
CIZ1,0.0000179
MMP14,0.0000178
TPM3,0.0000178
ARL4C,0.0000178
SLCO3A1,0.0000177
VEPH1,0.0000177
MAN2B2,0.0000176
MAB21L2,0.0000176
ZFP516,0.0000176
TRIM72,0.0000176
KLK6,0.0000176
ABCB1B,0.0000175
MTNR1A,0.0000175
NIN,0.0000174
CRYBG3,0.0000174
OCLN,0.0000174
ZFP541,0.0000174
CNKSR2,0.0000174
UTP20,0.0000174
IL6RA,0.0000173
MEIOC,0.0000173
PON3,0.0000172
DPEP1,0.0000172
LRRTM1,0.0000172
CDK2AP2,0.0000171
RAMP2,0.0000171
CSF3R,0.0000171
METRNL,0.0000171
PSTPIP1,0.0000171
KIF1C,0.0000171
LRRC74A,0.0000171
PLOD2,0.000017
CD3G,0.000017
FGF10,0.0000169
STEAP3,0.0000169
IQCA,0.0000169
GPR137B,0.0000169
PKD1L2,0.0000169
SIK1,0.0000168
ESRP2,0.0000168
CTTNBP2,0.0000168
FGF2,0.0000168
LUZP2,0.0000167
WNT8A,0.0000166
FOXA2,0.0000166
TNIK,0.0000166
CHP2,0.0000166
LCN11,0.0000166
SERPING1,0.0000165
TGFB1,0.0000165
TNRC6B,0.0000165
TREM2,0.0000164
FAM3B,0.0000164
GARNL3,0.0000164
MYO1D,0.0000164
AMZ1,0.0000164
CRYAB,0.0000163
CHMP4C,0.0000163
IL17RA,0.0000163
GRIP1,0.0000163
LAMA2,0.0000163
VWA1,0.0000163
LGALS3,0.0000163
ARHGEF17,0.0000162
CASQ2,0.0000162
NOXO1,0.0000162
RTKN,0.0000162
CYP4F37,0.0000162
LRRC4C,0.0000162
TRPV6,0.0000161
NPAS2,0.0000161
RHOBTB3,0.0000161
WBP2NL,0.0000161
SLC22A30,0.0000161
ZFP746,0.000016
SLC36A3,0.000016
SLC4A1,0.0000159
LALBA,0.0000159
TPO,0.0000159
PCDHB1,0.0000159
TACSTD2,0.0000159
LBH,0.0000159
HEXB,0.0000159
ZEB1,0.0000158
CBS,0.0000158
PCDH7,0.0000158
HAPLN3,0.0000158
XKRX,0.0000158
P4HA2,0.0000157
ELMO1,0.0000157
KLHL1,0.0000157
HAMP2,0.0000157
MYH7B,0.0000157
DGKA,0.0000156
FGFR4,0.0000156
PRKD1,0.0000156
AZIN2,0.0000156
ACP7,0.0000156
FAM181A,0.0000155
DHRS7C,0.0000155
SIAE,0.0000154
MYF5,0.0000154
STEAP2,0.0000154
RFTN1,0.0000154
TMEM86A,0.0000154
FHOD1,0.0000154
SEC14L3,0.0000154
TMEM154,0.0000154
NRDE2,0.0000154
TGM4,0.0000153
RHOB,0.0000153
NECTIN3,0.0000152
SLC2A8,0.0000152
TREML4,0.0000152
ID3,0.0000151
ST6GALNAC1,0.0000151
MAJIN,0.0000151
NDUFB11,0.000015
ASPA,0.000015
CHAD,0.000015
P2RY1,0.000015
TMEM56,0.000015
DMGDH,0.000015
APBB2,0.0000149
AGPAT3,0.0000149
ERRFI1,0.0000148
GAS6,0.0000147
BCL6B,0.0000147
TPST1,0.0000147
ERBB3,0.0000147
SHF,0.0000147
IL4I1,0.0000147
OPRK1,0.0000147
CPE,0.0000146
PLXNB2,0.0000146
IER5,0.0000146
NFIL3,0.0000146
LCORL,0.0000146
ANKRD44,0.0000146
LY75,0.0000146
SLC2A4,0.0000145
CYP4F16,0.0000145
BHMT2,0.0000145
DAB2,0.0000145
EPB41,0.0000145
ASAH2,0.0000145
RAPGEF5,0.0000145
LRRC1,0.0000145
MYO1C,0.0000144
PDE3A,0.0000144
FAM19A2,0.0000144
PPM1N,0.0000144
SMIM12,0.0000144
PTPRM,0.0000143
MYCBPAP,0.0000143
TEAD4,0.0000143
PLEKHA7,0.0000143
COX6C,0.0000142
PDGFRB,0.0000142
JAG1,0.0000142
ITGA5,0.0000142
SALL4,0.0000142
TLR2,0.0000141
PGLYRP2,0.0000141
CLSTN2,0.0000141
CUX1,0.0000141
DIAPH2,0.0000141
HSPB2,0.0000141
CTDSP1,0.0000141
TEKT2,0.000014
ACSBG1,0.000014
SFMBT1,0.000014
PCOLCE,0.000014
IP6K3,0.000014
CD300LB,0.000014
FBXO7,0.000014
FAM107B,0.0000139
LPAR3,0.0000139
SEMA4F,0.0000139
RDH1,0.0000139
CD109,0.0000139
CAST,0.0000139
ADAMTSL1,0.0000139
COBLL1,0.0000139
CYP4F13,0.0000138
NMNAT3,0.0000138
SYDE1,0.0000138
HSD11B1,0.0000138
FOXO1,0.0000137
USP43,0.0000137
CLCNKB,0.0000137
FAM53A,0.0000137
TECTA,0.0000136
SCP2,0.0000136
NEDD4L,0.0000136
SNRK,0.0000136
EPPIN,0.0000135
PARD6G,0.0000135
GEM,0.0000135
PIEZO2,0.0000135
TREM1,0.0000135
HMGN5,0.0000134
GDF15,0.0000134
LYZL4,0.0000134
ST5,0.0000134
MRAS,0.0000134
GPX7,0.0000133
CACNG1,0.0000133
RAB11FIP5,0.0000133
FAM91A1,0.0000133
TMEM88,0.0000133
MSC,0.0000132
PAM,0.0000132
SLC4A8,0.0000132
EFCAB3,0.0000132
FAM117A,0.0000132
HOMEZ,0.0000132
DUSP5,0.0000132
TMEM207,0.0000132
AMH,0.0000132
CASP14,0.0000131
TMEM63A,0.0000131
CPNE2,0.0000131
TSHZ1,0.0000131
IQCF1,0.0000131
SEMA4C,0.0000131
PODN,0.0000131
ADGRB2,0.0000131
UNC45B,0.0000131
TLR8,0.0000131
IL12B,0.000013
MESP2,0.000013
VAMP5,0.000013
KLRG2,0.000013
CCDC68,0.000013
KLHL32,0.000013
CALM4,0.000013
CABP5,0.0000129
TXNRD3,0.0000129
LAMA4,0.0000129
MYO5C,0.0000129
ECHDC2,0.0000129
EML6,0.0000129
VIM,0.0000129
COL17A1,0.0000128
COL1A2,0.0000128
ZFP697,0.0000128
HBA-A1,0.0000128
RBP3,0.0000127
GRHL2,0.0000127
SULT2A8,0.0000127
TSACC,0.0000127
CABP2,0.0000126
MAP3K5,0.0000126
GDPD5,0.0000126
OSBPL3,0.0000126
MYO3A,0.0000126
TES,0.0000125
IFFO2,0.0000125
SERINC2,0.0000125
MICAL2,0.0000125
RNF152,0.0000125
FSD2,0.0000125
PTGS2,0.0000124
SORCS1,0.0000124
PLAU,0.0000124
PYY,0.0000124
CAR9,0.0000124
PCMTD2,0.0000124
TMC4,0.0000124
RNF225,0.0000124
APLN,0.0000124
PDK4,0.0000123
ITGAX,0.0000123
CAR13,0.0000123
MYB,0.0000123
SLC12A3,0.0000123
CCSER1,0.0000123
RBP7,0.0000123
DENND2C,0.0000123
CAV2,0.0000122
IGFBP6,0.0000122
PTX3,0.0000122
PABPC1,0.0000122
CYP4F18,0.0000122
SEMA3E,0.0000122
ADAMTS5,0.0000122
PRKX,0.0000122
PLD1,0.0000122
ATP8B2,0.0000122
ARHGEF10,0.0000122
NACC2,0.0000121
BMPR1B,0.0000121
CSRP3,0.0000121
ZAN,0.000012
MAT1A,0.000012
PRX,0.000012
RCC2,0.000012
TAF3,0.000012
JUN,0.0000119
SERHL,0.0000119
DPPA4,0.0000119
RHBDF2,0.0000119
P3H2,0.0000119
UCN3,0.0000119
PLEK2,0.0000119
SCN4A,0.0000119
SLC6A13,0.0000118
RARRES2,0.0000118
MYLK,0.0000118
EMILIN2,0.0000118
ANO8,0.0000118
CEP162,0.0000118
FAS,0.0000118
SMAD7,0.0000117
SNRPB2,0.0000117
SRMS,0.0000117
FXYD1,0.0000116
CNN3,0.0000116
GPR161,0.0000116
EPHA1,0.0000115
DOCK10,0.0000115
STON1,0.0000115
VWA3A,0.0000115
GJC1,0.0000115
PLP2,0.0000115
RPL13,0.0000115
ARHGAP6,0.0000114
LYPD4,0.0000114
IGSF10,0.0000114
AKR1B8,0.0000114
CRABP2,0.0000114
TSPAN12,0.0000114
KLHL13,0.0000113
FBXO32,0.0000113
KCNMB1,0.0000113
CDC16,0.0000113
ANKDD1B,0.0000113
LDLRAD3,0.0000113
SPTLC3,0.0000113
ZNRF4,0.0000113
SLC37A2,0.0000113
PES1,0.0000112
CYFIP1,0.0000112
SLC39A8,0.0000112
WWC2,0.0000112
NOX4,0.0000112
CYP2J13,0.0000112
RREB1,0.0000112
GOT1L1,0.0000112
HPSE,0.0000112
NDST3,0.0000112
L1TD1,0.0000112
CST7,0.0000111
MB,0.0000111
AKR1B10,0.0000111
ADAM22,0.0000111
PBSN,0.0000111
CHST4,0.0000111
P3H4,0.0000111
ARMC4,0.0000111
EREG,0.000011
IL18RAP,0.000011
BCL6,0.000011
KLF9,0.000011
PLEKHF1,0.000011
HIPK2,0.000011
GINS2,0.000011
VGLL4,0.000011
FKBP10,0.0000109
GAB1,0.0000109
CPNE8,0.0000109
TBL1X,0.0000109
RBP1,0.0000109
KRT16,0.0000109
BFSP1,0.0000109
SMPDL3B,0.0000108
MYL10,0.0000108
TSPAN10,0.0000108
KDELC1,0.0000108
C1QTNF1,0.0000108
EXT1,0.0000107
CLEC4E,0.0000107
ZIC1,0.0000107
PDGFD,0.0000107
MYOF,0.0000107
CSAD,0.0000107
BCAS1,0.0000107
THNSL2,0.0000107
ZC3H12D,0.0000107
PTN,0.0000106
ANKRD27,0.0000106
KDM5B,0.0000106
BCL7A,0.0000106
POGZ,0.0000106
TMEM88B,0.0000106
SPP1,0.0000106
TBXAS1,0.0000105
NLRP5,0.0000105
TRPM1,0.0000105
SELE,0.0000105
KCNIP2,0.0000105
BDKRB2,0.0000105
XRN2,0.0000105
LCN9,0.0000105
CRTC3,0.0000105
PHRF1,0.0000105
GPRC5A,0.0000105
NLRC3,0.0000105
GAL3ST1,0.0000105
ALDH3B2,0.0000105
ANXA4,0.0000104
CSMD1,0.0000104
EYA1,0.0000104
CDCA7,0.0000104
RASL11A,0.0000104
ANO4,0.0000104
DIRAS2,0.0000104
NXT2,0.0000104
MMP11,0.0000103
CLNK,0.0000103
NTRK2,0.0000103
FKBP9,0.0000103
CORO6,0.0000103
NRP2,0.0000103
NHSL1,0.0000103
IL31,0.0000103
PNLIPRP2,0.0000103
HCRTR2,0.0000103
PLA2G4F,0.0000103
STARD3,0.0000102
FZD4,0.0000102
DKK2,0.0000102
KRT14,0.0000102
RNF6,0.0000102
CLIC5,0.0000102
SH3TC2,0.0000102
ARSJ,0.0000102
CSF1R,0.0000101
RNF144A,0.0000101
OPN4,0.0000101
BMP10,0.0000101
KCNAB3,0.0000101
FLNA,0.0000101
FMNL2,0.0000101
SLC46A3,0.0000101
ZCCHC24,0.00001
TSKU,0.00001
ADAMTS19,0.00001
CDO1,0.00001
RNF185,0.00001
CYP3A16,0.00000999
CD93,0.00000996
TCF7L2,0.00000996
RBM46,0.00000992
CHIA1,0.00000991
PRDM5,0.00000989
PTGR1,0.00000987
MSI2,0.00000986
CALN1,0.00000986
SOX10,0.00000985
GSDMC2,0.00000984
ACSBG2,0.00000984
HELB,0.00000983
TJP2,0.00000983
PUS3,0.00000982
DLG5,0.00000978
MEX3D,0.00000978
LEPR,0.00000976
SELL,0.00000975
KIF7,0.00000975
PLAUR,0.00000973
RASGEF1B,0.00000973
LAPTM4A,0.00000972
PQLC3,0.00000972
AHCY,0.00000968
FAT3,0.00000966
PYGO1,0.00000965
RAB19,0.00000964
FOLR2,0.00000964
PTPRE,0.00000963
CPED1,0.00000963
PINX1,0.00000961
SPRED1,0.00000959
KIFC3,0.00000958
ACER1,0.00000954
AKR1B7,0.00000953
CCDC14,0.00000953
ANTXR2,0.00000949
IL21R,0.00000948
EDIL3,0.00000947
MYBPH,0.00000945
CES1C,0.00000942
CHRDL1,0.00000942
PCDHB17,0.00000942
SLC37A1,0.00000937
MTFR1,0.00000936
CCL28,0.00000933
NET1,0.00000929
LRRC9,0.00000928
SPAG4,0.00000926
LMNTD2,0.00000925
BEND3,0.00000925
SMAD5,0.00000923
ST3GAL1,0.00000922
ZFP518B,0.00000922
ARHGEF3,0.00000921
PLLP,0.00000921
CELSR2,0.00000919
CCR5,0.00000918
PBX1,0.00000918
LURAP1L,0.00000918
YBX3,0.00000916
NOC2L,0.00000914
TAC2,0.00000913
AK7,0.00000913
MBOAT1,0.00000913
ATP2A3,0.00000911
MOGAT1,0.0000091
PIK3AP1,0.0000091
GHR,0.00000909
ZSCAN12,0.00000909
PRR16,0.00000907
MOCS1,0.00000898
BPIFA5,0.00000897
MAGI3,0.00000896
PLSCR4,0.00000895
CTLA4,0.00000894
STAT5A,0.00000894
PLCB4,0.00000894
CTGF,0.00000892
RAB9,0.00000892
SULT2A2,0.00000888
SCFD2,0.00000886
SMPX,0.00000884
PLXNB3,0.00000884
COLEC11,0.00000883
SEMA3F,0.00000882
PPL,0.0000088
LAPTM4B,0.00000879
CYBRD1,0.00000879
RSPH6A,0.00000878
SLC9A4,0.00000875
FOXO3,0.00000873
H2BFM,0.00000873
TPST2,0.00000871
PEG12,0.0000087
TRIO,0.0000087
RNPEPL1,0.0000087
SERPINA9,0.00000869
PFKM,0.00000868
CCDC122,0.00000868
ZPBP2,0.00000867
TBC1D4,0.00000865
MEX3A,0.00000864
LZTS3,0.00000861
SESN3,0.00000861
OLFR558,0.0000086
FAM170B,0.00000859
ANXA2,0.00000858
FCRL1,0.00000858
SPIB,0.00000858
CD44,0.00000856
TRMT10C,0.00000855
CDC42BPG,0.00000854
STARD13,0.00000853
MAB21L3,0.00000853
INSR,0.00000852
KBTBD12,0.0000085
TRIB3,0.00000849
ZMIZ1,0.00000848
GRK5,0.00000848
KRT80,0.00000847
PHGDH,0.00000846
CDH10,0.00000844
SOAT1,0.00000843
F13A1,0.00000843
DRAM1,0.0000084
ADSSL1,0.00000836
DUSP14,0.00000835
IQCF3,0.00000833
G6PC2,0.00000833
PTGDR2,0.00000832
GYPC,0.00000832
CRIM1,0.0000083
PITPNM3,0.0000083
CD8A,0.00000827
FZD6,0.00000826
TIMM23,0.00000825
CES4A,0.00000825
GALNT2,0.00000824
METTL7B,0.00000821
TCF4,0.00000816
CALCB,0.00000814
INAFM2,0.00000814
HUWE1,0.00000812
GM5065,0.00000811
GINS3,0.0000081
EPC2,0.00000809
MORC4,0.00000808
ZFP777,0.00000807
PSCA,0.00000807
FBXW18,0.00000806
SOCS2,0.00000804
FCER2A,0.00000804
VANGL1,0.00000804
ACVR2A,0.00000799
ALPPL2,0.00000798
PTTG1IP,0.00000796
KDM7A,0.00000794
MXRA7,0.00000794
TULP1,0.00000793
AJUBA,0.00000792
FAM110B,0.00000792
PDE5A,0.00000792
TACR1,0.0000079
EGR2,0.0000079
LRTM1,0.00000789
RBM47,0.00000785
MVB12A,0.00000785
ID1,0.00000785
CMTM4,0.00000785
FAM208B,0.00000782
THBS2,0.00000782
BTBD3,0.00000782
ST3GAL5,0.00000779
SPARC,0.00000777
DSEL,0.00000777
PTK7,0.00000776
PARVA,0.00000775
KLC3,0.00000775
DLG1,0.00000774
DGKZ,0.00000773
NUAK2,0.00000773
KRT10,0.00000771
ANK2,0.0000077
NGF,0.00000769
LRGUK,0.00000769
SPRY1,0.00000768
PTK2B,0.00000768
FOXA3,0.00000767
RDH16,0.00000766
SAMD7,0.00000765
TFG,0.00000764
ISOC2B,0.00000764
AMDHD1,0.00000764
CDC42BPA,0.00000764
SLC7A14,0.00000763
RPGRIP1,0.00000762
GCNT3,0.00000762
ASB2,0.00000762
LRP6,0.00000762
CX3CL1,0.0000076
RPP30,0.00000753
RAB11FIP1,0.00000753
PRODH2,0.00000753
HBA-A2,0.00000752
DDAH1,0.00000752
PLA2G2F,0.00000751
SLAIN1,0.00000751
MYBL2,0.0000075
INPP5D,0.0000075
EPN3,0.00000749
DSE,0.00000749
CALD1,0.00000748
ZFP212,0.00000746
NNMT,0.00000744
LRRC8C,0.00000743
ZDHHC21,0.00000742
IRF1,0.00000741
STAG3,0.00000741
ARMC7,0.0000074
DBN1,0.0000074
ZFP385A,0.00000737
CCDC114,0.00000735
KDM6B,0.00000735
IFIH1,0.00000734
ALDH1A1,0.00000732
PM20D1,0.00000731
MICAL3,0.00000731
ABHD15,0.00000731
IFITM3,0.00000729
GABRA4,0.00000729
PPP1R9A,0.00000729
BMP1,0.00000728
MYO18A,0.00000728
CEBPB,0.00000727
KDR,0.00000726
MGMT,0.00000724
SDR42E1,0.00000724
CYTH3,0.00000723
ETNK2,0.0000072
ACYP2,0.00000719
TMEM33,0.00000718
RAB44,0.00000716
DAPK1,0.00000715
COLEC10,0.00000715
F11R,0.00000714
TSPAN15,0.00000714
MYO1A,0.00000714
FMN2,0.00000714
PLA2R1,0.00000714
RRAGD,0.00000713
PCDH12,0.00000712
CPN1,0.0000071
DSC3,0.0000071
RAD21,0.00000708
TGFB3,0.00000708
ABCC9,0.00000705
TRPS1,0.00000704
CYP1A2,0.00000704
RAB34,0.00000703
BLVRA,0.00000703
PRPF19,0.00000702
MYPN,0.00000702
DEF6,0.00000702
TMCO4,0.00000701
RSPO2,0.000007
CPD,0.00000699
THSD4,0.00000699
VSIR,0.00000693
PSMD11,0.00000693
SMAD1,0.00000691
OIT3,0.00000691
COL13A1,0.0000069
OSBPL7,0.0000069
MYCS,0.00000689
UMOD,0.00000689
FOXN3,0.00000689
EGF,0.00000688
APP,0.00000688
CCDC80,0.00000686
VSIG10,0.00000686
ABHD14A,0.00000685
CMTM1,0.00000684
ZBTB34,0.00000683
TSPO,0.00000682
WDR61,0.00000682
FRAT2,0.00000682
MS4A15,0.00000681
TMTC4,0.00000679
MUL1,0.00000679
TBC1D12,0.00000679
UPK1A,0.00000678
APOD,0.00000676
LEFTY1,0.00000675
GCA,0.00000675
ZFP800,0.00000675
ISLR,0.00000674
SLC35E4,0.00000674
LIMA1,0.00000673
PLA2G4C,0.00000673
P4HA3,0.00000672
HMG20B,0.00000671
ANPEP,0.0000067
CAR5A,0.00000669
IL2RG,0.00000668
RBFOX2,0.00000668
PCX,0.00000667
SLC38A3,0.00000666
CADM4,0.00000664
CLCA4B,0.00000664
DHX8,0.00000663
GPC2,0.00000663
FGD1,0.00000662
MOS,0.00000662
DCLK2,0.00000661
RPH3AL,0.00000661
GPA33,0.0000066
ASPRV1,0.0000066
FOXN1,0.00000656
ISG15,0.00000652
ADGRG5,0.0000065
GSDMC2,0.00000649
OLFR1507,0.00000648
RHOC,0.00000648
FAM229A,0.00000648
SLC6A8,0.00000647
CDHR2,0.00000645
MEIKIN,0.00000645
PLAT,0.00000643
SLC11A1,0.00000642
GLT8D2,0.00000642
CTRC,0.00000642
CATSPERD,0.00000641
HDAC4,0.00000639
MSRA,0.00000639
HOMER1,0.00000637
PSMG4,0.00000637
GJA8,0.00000636
IFT43,0.00000636
PIK3IP1,0.00000635
CTSZ,0.00000634
TEF,0.00000634
WDR86,0.00000633
PLA2G12B,0.00000633
SH3BP2,0.00000633
CHIL1,0.00000633
MARVELD1,0.00000632
TNNC2,0.00000631
MMS19,0.00000631
