"","GSM844492","GSM844495","GSM844497","GSM844499","GSM844501","GSM844503","GSM844505","GSM844507","GSM844521","GSM844522","GSM844523","GSM844524"
"TNFRSF18",0.000104240017,0.000126412209,-7.3579492e-05,1.37959745e-05,0.00010088953,0.000112275562,-1.69979355e-05,-1.71998876e-05,-9.3422133e-05,4.84924412e-05,7.4012813e-05,-1.61586194e-05
"LCN4",-3.810957825e-05,-2.71305417e-06,-4.8705204e-05,-9.67026915e-07,-2.79636228e-05,1.759588095e-05,-7.79923095e-05,2.000219835e-05,6.27672585e-05,-2.83397979e-05,-3.770478555e-05,-2.907617265e-05
"IFNB1",2.8097469e-07,-5.5409394e-07,-5.7455046e-07,-2.0008652e-08,-7.916997e-07,-1.5588547e-07,5.1539965e-08,6.8605099e-07,-2.7973787e-07,7.591036e-07,-6.7233308e-07,-7.127832e-07
"LCN3",0,0,0,0,0,0,0,0,0,0,0,0
"SPPL3",8.048115e-08,-8.88309e-08,8.005185e-08,-5.25231e-08,2.225565e-08,6.60789e-08,-2.044188e-08,-1.494594e-08,2.4357825e-08,-3.5921205e-08,-1.2386835e-08,4.74966e-08
"LGALS7",7.67693316e-08,3.6621624e-07,1.347066552e-07,-2.49320292e-07,-2.98128168e-07,2.0288112e-09,-1.6004976e-09,-4.09252428e-07,1.485007056e-07,-3.10484772e-08,1.806767508e-07,-5.08050504e-07
"FLAD1",5.8758926e-10,2.2930763e-09,-3.5818428e-09,3.5083937e-09,-4.2745441e-09,-3.4627159e-09,-1.1255961e-09,-7.622092e-09,-8.174627e-09,-1.0102688e-09,2.9094434e-09,6.073755e-09
"SNN",1.178824e-06,-1.297992e-06,1.138334e-06,2.64754e-06,-1.94045e-07,2.63716e-06,-4.94284e-07,-3.96774e-06,3.7986e-07,7.9232e-07,1.781492e-06,-3.66748e-06
"POLR2A",0,0,0,0,0,0,0,0,0,0,0,0
"NEUROG3",0.096483654370863,0.13248435383514,0.17286613430265,-0.197765290095435,-0.45217002339765,0.164738028397662,-0.067514400086859,-0.40139717096961,0.31774384252404,0.0132581807919387,-0.221709976234317,0.16228885974939
"IGFBP5",0.00362175264395,0.001278953318429,-0.000658568959101,-0.00246610455318,0.00262480910867,0.00301017166208,0.00442110970696,-0.000318713833059,0.000997469020589,0.000605450985946,0.00323481163657,-0.001925340209359
"CLCN6",-2.536632e-08,-5.202432e-09,-4.215984e-08,-3.50472e-08,-6.05328e-08,-3.664632e-08,-1.1638104e-08,-2.983176e-08,-1.1461368e-08,1.3023288e-08,1.1353848e-08,-1.1410584e-08
"PHKG1",0,0,0,0,0,0,0,0,0,0,0,0
"GP1BA",4.4552154e-07,-2.35327392e-07,2.07030732e-07,-1.10867478e-07,-2.76073728e-07,-5.8732524e-08,-1.62031086e-07,1.02398772e-06,-5.7435972e-07,-4.1819142e-07,-2.73431496e-07,8.0339766e-07
"IL1RL1",-2.7512657523e-05,-5.3148401656e-05,4.6059296392e-05,-1.239034035e-05,-1.5751156608e-05,2.2934503038e-05,0.0002993456509,-0.00013672653002,7.7598221284e-05,-3.5288118713e-05,-7.6235792341e-06,-0.00016155241032
"FOXD4",-9.68395793333333e-07,-4.67256652666667e-06,-2.60846478e-06,2.09632566e-06,8.02569293333333e-06,1.60527484e-06,6.04731930666667e-06,-2.48261624666667e-06,-5.71029049333333e-06,-1.6587295e-06,-3.19403825333333e-06,-1.25114004e-05
"PHXR5",0,0,0,0,0,0,0,0,0,0,0,0
"SF1",2.03630592e-08,3.3631224e-08,9.866076e-09,3.8779224e-08,3.7577232e-08,1.1817168e-08,1.07927424e-08,1.20446568e-08,2.49420336e-08,2.31298584e-08,3.1207176e-09,-1.9868772e-08
"CHML",1.23607011e-07,-9.9106262e-09,2.5927628e-08,9.928517e-08,-6.87600449e-08,-2.59785817e-08,4.40415368e-08,1.91915664e-07,-1.86568595e-07,1.24562064e-07,-5.11646185e-08,-1.11251835e-07
"LBX1",-0.0137551725292176,-0.0165511778105232,0.76462997193648,0.21067098837408,0.241307165206224,0.92661395316048,0.43328201055984,-0.42873946382592,-0.245307142113696,0.69054580022688,0.245363978598336,-0.39208211725176
"PTHLH",-0.00997589000736,0.004430633029696,-0.01054392403904,0.0007636803828768,0.005308164159904,0.007759446987584,0.0030354850416,-0.00815476106944,-0.001702392076768,0.002736491183264,0.00829269714048,-0.00530648655904
"MAGEA5",4.5732508e-07,-6.4611768e-07,6.0631915e-07,-1.12699069e-06,2.0983925e-06,-2.9678382e-07,-5.9708603e-07,-8.7661179e-07,-8.6161183e-08,2.9825641e-06,9.3083321e-07,4.5162e-08
"G6PD2",-2.4992248e-06,1.00423694e-06,-4.8738358e-06,-4.8717754e-06,6.5880482e-06,-5.214125e-06,-1.43112556e-06,3.6600582e-08,-1.62981276e-06,1.38517662e-06,-1.39698756e-06,-1.5433103e-06
"G6PDX",1.74128848e-06,-2.3393822e-06,-2.345321e-06,-4.2560794e-06,-7.1078548e-08,-3.0697132e-06,-3.1425948e-07,-2.1480074e-06,-1.35817326e-06,-2.6044264e-06,-1.1367247e-07,1.2345634e-07
"GJA10",2.64037224e-05,-2.60586216e-05,-4.908365e-06,-3.85719114e-06,-1.66725988e-05,-1.28951328e-05,-6.4193096e-05,-6.9124242e-06,-3.80169328e-05,3.81858884e-05,-6.1311822e-05,3.10594482e-05
"NTRK3",-0.005191792476549,-0.00824921265973,-0.01189474973834,-0.003588183249224,-0.002672650026312,-0.0106793983009,-0.00954857762978,0.000808148115663,-0.002506706674038,-0.004579520766863,-0.01330347269279,-0.0005512063589781
"GLP1R",-0.01342887614508,-0.0325202303624,-0.012074420547728,-0.02750054029976,-0.0138006805794,-0.018126137578384,-0.014647905994656,-0.013393522804552,-0.03498373742248,0.02281589248048,0.00446660620164,-0.02652138924952
"POU3F3",-0.175642513754733,-0.185093332632882,0.086549058230115,0.144926300533275,0.52306143742668,0.1709635267335,0.056628056818812,0.229678769118225,-0.35799678348597,0.3501456446619,0.036236413723698,-0.045485274046887
"IFNA11",-0.000197052271600085,-0.000473259785331254,-0.000172659498162231,0.000236413025220115,-0.0004175152234704,0.000262060236989723,0.00212196313302508,0.000193976696918285,-0.00128016898934815,-5.84945144289069e-05,0.000181954079251892,0.000397545078741646
"CYP21A1",0,0,0,0,0,0,0,0,0,0,0,0
"SFTPA1",-4.5141814e-07,-3.3376442e-05,-1.78815e-05,-1.6384694e-05,-2.10666602e-05,-1.6303343e-05,-1.42120328e-05,2.30188222e-05,-4.3259868e-05,-2.47371754e-05,3.0316806e-05,2.36181734e-05
"ADRA2C",-0.052192912305818,0.016100950618535,0.014514147525709,0.08184228184647,-0.1720924618075,0.08361381203754,0.011874346351093,-0.0058933440574254,0.017115072895905,-0.014769722426146,0.046137201440415,-0.013786566737814
"HOXA13",0.001849589507714,0.00307550362677,-0.000573815751758,0.002009077648047,6.38881085109e-05,-0.002518287849932,0.0001038934509467,-0.00784453311215,0.000314020173046,-0.0001646866792414,0.00684528030532,-0.001323038900373
"OLFR156",0,0,0,0,0,0,0,0,0,0,0,0
"GPR63",5.5245696e-05,-2.27452032e-05,-2.41959552e-06,4.2663936e-05,1.75976832e-05,1.09229952e-05,2.60116992e-05,5.899968e-05,-5.3526528e-06,4.8028032e-05,3.5232384e-05,-2.56851456e-05
"GJA3",-0.030311628704028,0.104495900276196,0.1672682070492,0.055412775489834,-0.11862023961627,-0.19581099715368,-0.111466022146416,-0.077548033008252,0.006669755365554,-0.12450185485974,0.041283284907132,0.066064564055466
"ACTG2",-6.3079677e-06,1.82343276e-05,-4.7551556e-07,5.5232551e-05,-2.85515608e-05,-5.2849875e-06,-4.0960521e-05,-4.2430502e-05,1.53959487e-05,5.5384325e-06,-2.52148182e-05,-4.0732567e-05
"PLA2G15",-5.832922e-06,-5.5707038e-06,-6.8020156e-06,-5.7179598e-06,1.09606928e-05,7.0939646e-06,2.52688966e-06,-7.0322196e-07,9.0509782e-06,-1.95334152e-07,3.11894266e-06,1.93001356e-07
"NMBR",2.97879186e-06,-2.2540953e-05,-1.5607599e-05,-1.38603798e-06,-4.6737096e-06,-6.4018806e-06,-1.03528398e-05,-3.5983926e-05,-2.90907672e-05,-1.87339524e-07,-3.987402e-05,-4.9148808e-05
"OLFR155",0,0,0,0,0,0,0,0,0,0,0,0
"MAGEB3",1.7535585e-07,-1.5521255e-07,3.486751e-08,3.672068e-08,6.5543755e-08,-1.5485555e-08,4.4886545e-08,4.465866e-08,-1.0752075e-07,5.301297e-08,-5.2566125e-08,1.4384295e-07
"NKX2-1",-1.48966594e-05,4.9611226e-06,3.4181126e-05,-5.3223975e-05,-8.6328284e-05,-4.1531644e-05,-0.000101475773,7.2402701e-06,6.5897384e-06,5.7031163e-05,-3.01276486e-05,-1.08132101e-05
"NPY6R",0,0,0,0,0,0,0,0,0,0,0,0
"GM38417",0,0,0,0,0,0,0,0,0,0,0,0
"CCR1L1",-5.7516038e-06,4.75134303e-06,-1.00477771e-05,1.18895116e-05,1.39038254e-06,1.24821462e-05,-6.6171662e-06,8.6720218e-06,-1.43149776e-07,4.80136638e-06,3.6877948e-07,-8.3894364e-06
"FPR-RS3",3.6373246e-07,2.54103668e-06,2.79430424e-06,3.28778996e-07,4.081532e-06,-1.62905652e-07,-3.46912748e-06,1.79543364e-06,-3.07458424e-06,3.7113076e-06,3.7396632e-06,-3.6388898e-06
"OLFR480",2.32209525e-07,-2.19168292e-06,-1.17780315e-07,8.6398741e-07,1.51464162e-06,7.8742894e-07,6.4309886e-07,-8.1134337e-07,-2.07534017e-06,-5.7560922e-07,1.09507508e-06,3.3620223e-06
"MCPT1",0,0,0,0,0,0,0,0,0,0,0,0
"POU4F3",0.082028504812956,-0.00094056472266036,0.18083126118972,-0.04406939801238,-0.017882485524672,-0.049588235646204,0.29048919712836,-0.150369133812684,-0.017570707488138,0.3752676993738,-0.0149606176144098,-0.081725450280522
"OLFR544",0,0,0,0,0,0,0,0,0,0,0,0
"TAAR1",-9.3122328e-08,-2.88647658e-07,2.77400084e-07,1.88523608e-07,-1.44753232e-07,4.8242974e-08,3.84434804e-08,-1.66104484e-07,-2.33777336e-07,6.314412e-07,4.6044024e-08,-6.1323964e-07
"VMN1R41",-1.0790481e-07,-1.11982845e-07,1.7033718e-07,-2.0958405e-07,-2.0885085e-07,-1.429662e-08,-2.1853065e-07,4.106115e-08,-5.8408935e-08,1.1817468e-07,1.6157271e-07,-1.5389127e-07
"MAGEA6",2.0549482e-06,2.8821076e-07,-4.0771636e-07,5.7514193e-06,1.36295442e-06,5.486604e-07,-2.834398e-07,-1.44511452e-07,-9.6435152e-07,1.5465283e-06,1.49777843e-06,-2.159284e-06
"FPR-RS4",1.43043264e-06,-1.99491656e-06,-1.73332068e-06,1.23485544e-06,-5.9709832e-06,-5.4557412e-06,-5.2799292e-06,3.04721508e-06,-4.0150656e-06,8.6189376e-07,5.3320176e-06,-7.16989e-06
"OLFR690",0,0,0,0,0,0,0,0,0,0,0,0
"OLFR672",0,0,0,0,0,0,0,0,0,0,0,0
"TLM",0,0,0,0,0,0,0,0,0,0,0,0
"OLFR69",3.6388968e-07,3.79100064e-07,4.372564e-08,-7.7696752e-07,-1.75973504e-07,-4.80158448e-07,5.30688816e-07,-2.0585488e-06,1.77759456e-06,8.903496e-08,-5.980548e-07,3.90453168e-07
"OLFR65",6.45316e-09,-1.6976044e-07,2.747571e-07,-3.010569e-07,-1.7103933e-07,1.987799e-07,-2.385887e-07,-1.6886516e-07,-1.5246721e-07,-2.296986e-07,8.553306e-10,-2.050423e-08
"OLFR68",5.20704576e-07,-8.8146688e-07,1.08104192e-06,-9.3083536e-07,5.0709904e-08,-2.17390656e-07,-3.53150448e-07,2.18070384e-07,-3.23166368e-07,6.2417768e-08,7.81895744e-07,1.1307632e-06
"OLFR17",1.7504816e-06,3.070964e-06,-1.28320568e-06,-4.2621342e-07,6.709722e-07,-2.3320872e-06,-9.3963556e-07,-8.5254218e-07,-6.7485142e-07,-4.146254e-07,-1.8457466e-06,-1.27118988e-06
"VMN1R54",1.45309125e-07,2.182869e-07,-8.835333e-08,1.71227745e-07,3.2541015e-07,2.878161e-07,1.9526325e-07,-1.057641e-07,-9.9317595e-08,6.796959e-08,6.6796275e-08,-1.9914765e-07
"OLFR70",0,0,0,0,0,0,0,0,0,0,0,0
"VMN1R43",-1.37277075e-07,-1.5185781e-07,-2.484612e-07,8.7054045e-09,-4.0830075e-07,-6.5024895e-11,-7.797855e-08,-6.250257e-08,6.1977825e-08,-1.7928768e-08,-2.9513445e-07,3.3081165e-07
"VMN1R42",-3.2807385e-08,-4.0064505e-08,1.795053e-08,-1.3037817e-07,1.8565833e-07,-1.2131535e-07,2.4907155e-07,6.314178e-08,3.039855e-07,-1.7388891e-07,2.065011e-07,-1.7934423e-07
"OLFR49",0,0,0,0,0,0,0,0,0,0,0,0
"OLFR1507",2.0749512e-05,1.05164472e-05,-1.6870392e-05,2.8418376e-05,-4.6510632e-05,-2.9005536e-05,3.5135016e-05,-3.64266e-06,1.63453584e-05,2.4446016e-06,-1.82742e-05,1.41677256e-05
"OLFR15",-5.14380444e-06,8.57733306e-06,-2.74446225e-06,-8.92867869e-06,-9.07076817e-06,5.60302239e-06,-5.8247109e-06,-1.09093959e-05,-3.72333219e-06,-5.40953205e-07,-1.06007466e-05,3.59832312e-06
"OLFR71",2.5226028e-06,2.933316e-06,1.2005502e-05,-7.823349e-06,4.6825752e-06,1.0953678e-05,1.407345e-05,2.273172e-06,9.6229452e-07,5.0298852e-06,5.088219e-06,-1.5534804e-05
"OLFR66",9.136083e-08,-3.9364523e-07,6.7147718e-08,1.53780737e-08,-3.3719081e-07,2.28850897e-07,1.1163372e-07,8.1566694e-08,-6.0629679e-08,2.09055924e-07,-3.2216008e-08,-2.49653063e-07
"ART1",2.82795403e-05,-5.4977967e-05,6.9430944e-05,-2.07190676e-05,8.282043e-05,4.453801e-05,-4.6676388e-06,-7.1734971e-06,-1.8403319e-05,1.93124349e-05,-3.61022431e-05,-4.1371957e-05
"VMN1R50",-1.07866785e-07,-4.8629295e-07,-2.0858175e-07,-1.11433725e-07,-9.114846e-08,-3.367689e-07,-2.0291895e-08,6.4845885e-08,-2.4228945e-07,-2.4852555e-08,-2.0066865e-07,-1.830153e-07
"VMN1R44",2.8659735e-07,-1.50248475e-07,-5.6869215e-08,-8.028501e-08,9.3694965e-08,3.51468e-07,7.3258185e-08,-7.099521e-08,-7.462065e-08,1.43640705e-07,-9.162036e-08,2.057055e-07
"VMN1R40",1.89010965e-07,-1.5040896e-07,9.45399e-09,-1.0102404e-07,1.04040495e-09,-3.2180265e-07,2.200614e-07,-3.791736e-07,-2.331537e-07,3.4501545e-08,3.014544e-07,-2.086578e-07
"OLFR151",1.27815407e-05,6.28531137e-06,-3.14227925e-06,1.9777609e-05,-1.3184755e-05,1.59763779e-05,5.97524329e-06,-5.50969326e-06,-9.871174e-06,-2.95608211e-06,2.83548949e-05,-4.93722616e-06
"OLFR16",1.2822165e-07,-1.69756314e-06,4.65520014e-07,8.70952296e-07,-3.68253666e-07,-1.10191344e-07,6.0261231e-07,4.38238542e-08,6.51234612e-07,-5.15960658e-07,-5.80366386e-07,4.06823898e-07
"OLFR1509",-5.800795e-07,-3.73721374e-06,1.30627432e-06,-4.17539668e-06,4.29353678e-06,-4.0273597e-06,2.9250975e-06,-1.02422502e-06,-4.43304238e-06,8.6539414e-07,1.30172458e-06,-5.4646774e-06
"OLFR1264",-9.4619245e-07,-3.7950255e-07,-8.8210535e-07,2.959355e-06,-2.8135555e-06,-1.70319835e-06,-4.91421e-07,-5.174302e-07,-1.30632775e-06,-4.202093e-07,2.4367161e-06,-1.38933865e-06
"OLFR64",0,0,0,0,0,0,0,0,0,0,0,0
"VMN1R29",1.90927035e-07,1.012596e-07,1.04210535e-07,1.75491615e-07,1.38139365e-07,1.7820582e-07,1.3390962e-07,1.3886457e-07,-2.072616e-07,3.97878e-08,1.65330165e-07,2.090244e-07
"VMN1R25",2.4033165e-08,-3.186729e-07,1.27666695e-07,1.9560255e-07,1.56091065e-07,-1.81205115e-07,1.27720515e-07,-4.148235e-08,2.055729e-07,2.346552e-08,3.449043e-07,2.055534e-07
"TAS2R105",0,0,0,0,0,0,0,0,0,0,0,0
"VMN1R13",-9.7299345e-08,-3.246672e-08,-2.228694e-08,-7.4061195e-08,9.897225e-08,1.15477245e-07,2.848443e-08,3.7235055e-08,-5.9021235e-08,1.4602536e-07,-8.2994145e-08,1.58184e-08
"VMN1R11",-7.515729e-08,2.328885e-07,4.4436015e-08,1.84112565e-07,1.14726885e-08,-1.7393727e-07,-1.6209258e-07,-1.4122758e-08,2.000817e-07,-2.053155e-08,2.8285335e-07,-7.7708475e-08
"VMN1R15",-7.7497485e-08,-2.363517e-07,-2.1807045e-08,-4.9758735e-08,-1.8944484e-07,-1.2330435e-08,-2.1879585e-07,-1.0557573e-07,3.7413285e-07,9.358557e-08,3.229083e-07,-4.9949055e-08
"FOXE3",0.00164315110384,-0.0169958694096,-0.003469542316329,-0.01542868962496,-0.02044550995356,0.024229424302,0.02089306242149,-0.010341663657635,0.010126203569861,0.003452408070588,0.010605758956004,-0.02281391582962
"VMN1R30",-1.87887375e-08,2.235246e-08,5.750277e-08,-2.628171e-07,-1.3982982e-07,-4.870242e-07,-3.8361375e-08,-2.3119395e-07,3.5391525e-07,-1.29323025e-07,1.50321405e-07,-2.773797e-07
"ASCL2",-0.008859930202928,0.01622064041864,0.02156897411816,0.0171713949414,-0.012932098091528,0.003090592415932,0.0107947693315,0.004828891404008,-0.010308476047576,0.01561068825848,-0.005019779528092,0.007743314219144
"IL15RA",3.42720834e-06,-2.88656748e-05,7.9970424e-06,3.41880336e-05,-2.30532882e-05,6.5245308e-05,-2.5589394e-05,-2.91193578e-05,-8.5359324e-05,-3.86837394e-05,3.52107318e-05,-5.7556434e-05
"HIST1H1E",-1.12729914e-08,5.4462078e-08,1.19214315e-08,-2.3148774e-09,-1.88008425e-08,-2.26537047e-08,-2.30464872e-08,7.8911118e-09,-5.1160923e-08,8.8150194e-09,4.4083413e-08,-8.6133861e-09
"RAB23",-3.9828284e-06,1.36481144e-06,-1.49307624e-06,-2.6860568e-06,3.6965776e-06,-1.50213196e-06,-5.65078e-06,-2.9555844e-06,-7.1468364e-07,-2.04795952e-06,6.881704e-07,-1.03774692e-06
"GML",0,0,0,0,0,0,0,0,0,0,0,0
"SPRR3",6.12392702e-06,1.73598358e-06,3.45794209e-06,1.18890168e-06,9.32419041e-06,4.03283738e-06,1.19732051e-05,-4.57543997e-07,1.21677189e-05,5.21313083e-07,-3.05089308e-06,-1.21066374e-05
"ASZ1",-8.7077536e-07,-4.3855552e-06,-8.2828096e-07,2.0075952e-07,3.84085312e-06,-4.778176e-06,-5.3093664e-06,1.70746368e-06,-2.46489152e-06,1.33116672e-05,-1.94992096e-06,-9.413248e-07
"IFNA12",0.000606744678251631,0.000518446157899846,-0.000825630412336408,-0.000439571513816654,0.000804074796938354,0.0007964665550973,-0.000229675004122362,-0.000637603127623108,-0.000524136979746969,0.00127118251591892,-0.00109681742177931,2.70105881670138e-06
"H2-D4",0,0,0,0,0,0,0,0,0,0,0,0
"IFNA9",1.18238148664477e-05,0.000512715905608085,-0.001130810133006,-0.000945551232301154,-0.00148933374334892,0.000953308943037,-0.000401635758126115,-0.000328034706766546,-0.000138740145902308,-1.91125784072215e-05,-0.00202028760508292,0.000981487956147231
"HRAS",-1.0758726e-05,-1.2820104e-05,-1.1975337e-05,-1.2734073e-05,-3.484701e-06,-4.2823143e-06,-4.9423077e-06,-1.0001871e-05,-3.9720285e-06,-1.3604085e-05,3.3183909e-07,-2.2085712e-06
"IFNA4",0.000244587965079462,-2.17634046714277e-05,3.19604844497677e-05,1.49838440587408e-05,-0.000967063749306231,-0.000292469362689738,-0.000196947735072438,-0.001487243012796,0.000264450822319315,0.00222102524777608,-0.000568322002419162,-0.0002900576866572
"HES3",-0.000356770987144,0.001014815588592,0.000111087700672,-0.00205044661016,-0.000795638526176,0.00235810601624,0.000185506818744,-0.00185321989632,-0.00139607589264,0.001078366538704,-0.000223056312024,-0.00116320202024
"FERD3L",1.6991843e-05,-0.00010816809,-0.00012857115,-0.00010640268,-2.3177667e-05,-4.5135068e-05,6.5219408e-05,-3.8755439e-05,0.00019240396,1.7265162e-05,-4.5228609e-06,4.9487588e-05
"EAR12",0,0,0,0,0,0,0,0,0,0,0,0
"EAR3",0,0,0,0,0,0,0,0,0,0,0,0
"ANG2",-2.0365711e-07,1.0472571e-07,1.37058755e-07,2.9707536e-07,1.1824056e-07,2.5783863e-07,-2.91732255e-07,-2.18657635e-07,-2.30247675e-07,-2.5417929e-07,-6.415347e-08,4.788524e-07
"VPREB2",-0.0006752380564605,-0.023615671059525,-0.022905200295355,-0.05539429751195,0.0061965659545,0.020064536850445,0.034498735964685,0.00482103151052,0.0602469451122,-0.038661646200855,-0.019699497666055,0.0840490760481
"SUPT4B",0,0,0,0,0,0,0,0,0,0,0,0
"TNP2",2.80647312e-06,-9.5538507e-06,1.07519103e-05,2.72962728e-06,6.7366077e-06,-8.538891e-06,7.0386897e-06,4.87818252e-06,-1.2635505e-06,1.42392858e-05,-1.26491166e-06,6.6896835e-07
"MB",8.2054794e-06,1.32591838e-05,4.0929586e-05,1.93066668e-05,9.0118e-06,-8.97726e-06,5.7950898e-06,-5.4485908e-05,8.6303528e-05,-1.91929674e-05,2.94810204e-05,3.2354246e-05
"DEFA-RS12",0,0,0,0,0,0,0,0,0,0,0,0
"DEFA4",0,0,0,0,0,0,0,0,0,0,0,0
"MAGEA7-PS",0,0,0,0,0,0,0,0,0,0,0,0
"HPVC-PS",0,0,0,0,0,0,0,0,0,0,0,0
"SPRR2K",0,0,0,0,0,0,0,0,0,0,0,0
"SVS2",-6.818307764e-05,0.00110386748926,-0.0016447051336,-0.00154356402044,-0.002291633794,-0.0016849893516,-0.0037833893744,0.00077369021002,-0.00159409543446,-0.00017600615198,0.002157896714,-0.0030459761628
"ACSBG1",1.21027158e-05,-2.2126587e-05,-3.0182628e-05,-2.89579416e-05,1.58041758e-05,2.3711982e-05,3.9350724e-05,3.5092428e-05,-2.93130348e-05,-3.8257632e-05,3.0735936e-05,2.58014694e-05
"RNF14",-9.8413488e-09,-4.1579268e-09,-3.30113112e-09,-6.63736488e-09,-6.52823856e-09,-1.10057832e-08,-1.2561204e-08,-1.19121648e-08,8.8585992e-10,-1.45268808e-08,6.41643936e-10,1.15065264e-09
"FIGNL1",-1.10523696e-06,8.744256e-07,9.0938608e-07,1.27698624e-06,2.40243696e-07,-7.321284e-08,7.22909632e-07,-4.57086656e-07,5.70518336e-07,-1.12672912e-06,7.3933632e-07,5.70797328e-07
"MAGEE1",-1.6994081e-05,-1.2530313e-05,-1.37449e-05,-8.2896898e-06,-8.9718663e-06,-6.0761287e-06,-1.263528e-05,-8.1480225e-06,-5.7400272e-06,-1.4684698e-05,-3.5064864e-06,-1.0904142e-06
"DBI",2.2632929e-07,1.3254098e-08,-2.1315602e-07,1.3122934e-07,-1.2640628e-07,-2.2297517e-07,6.3735056e-08,2.4336004e-07,4.3471912e-08,-2.8375347e-07,6.5230979e-08,7.5514527e-08
"2210010C04RIK",0,0,0,0,0,0,0,0,0,0,0,0
"COL5A2",-4.3235148e-08,2.82164674e-06,4.8483116e-07,-8.181624e-07,4.2881344e-06,4.1318772e-06,4.7518196e-06,2.7484138e-06,2.35888532e-06,-6.3439376e-06,2.95326108e-06,2.83603452e-06
"EPHX1",-7.3389008e-06,9.7101872e-06,9.0914719e-06,5.6596869e-06,5.4654096e-06,5.0626905e-06,3.57852922e-06,1.38729101e-06,7.6777554e-06,3.29779877e-06,6.8559162e-06,2.95768676e-06
"CDK4",1.05735456e-06,1.07977536e-05,3.64551192e-06,8.4030048e-06,4.4704548e-06,1.03473288e-06,2.66793264e-06,-2.73904416e-06,1.22344344e-05,-4.13947584e-06,1.05651864e-05,1.34167752e-06
"SMU1",2.702304e-09,4.278648e-09,2.381588e-09,1.4678752e-09,9.693794e-10,3.603424e-10,-1.5033524e-09,-3.457278e-10,1.0376256e-09,-5.807846e-09,1.2342374e-09,1.1118844e-09
"XPNPEP1",-3.06153e-07,1.4020041e-06,2.459735e-06,2.765221e-06,-8.783838e-08,-1.0068273e-06,-1.843013e-06,-4.308015e-08,1.5878717e-06,-5.635391e-06,8.521477e-07,1.1019645e-06
"ITGA6",-4.6389213e-05,-2.54972823e-05,-6.9193365e-05,-3.14967822e-05,-4.5475545e-05,-3.44248557e-05,-5.2751811e-05,-6.0999408e-05,-1.87121352e-06,-6.2834343e-05,-6.6148848e-06,5.7637074e-07
"INS2",0.000449333819448,-0.001893306515196,0.0003168903471828,0.000476348702508,0.00099699587952,0.000446930665116,0.002472466709208,-0.000759660489552,0.0001339631624532,0.001194120464904,0.001236081715236,-0.00518702237292
"INS1",0.000624800347272,-0.0001031638882092,-0.00077584964034,-0.000822076572024,-0.0004498909293,0.003020115583248,0.000418471911552,-0.002462283795996,0.001319628413988,-0.001952597508084,0.00146688012984,-0.0002545477768392
"TFF2",7.633936e-06,-1.1537712e-05,-1.79408e-05,-2.33752e-05,-6.707696e-06,-1.954032e-06,3.54936e-06,-5.286864e-06,-2.475248e-05,1.5344928e-06,-2.471136e-05,-1.2966128e-05
"RCN2",-3.5310877e-07,1.6070197e-07,-5.7678876e-08,-1.7662687e-07,1.7524584e-07,3.1050612e-07,-4.1248652e-08,-1.2316891e-07,4.2219951e-08,-2.298265e-07,5.001901e-08,4.9393895e-08
"CTNND1",0,0,0,0,0,0,0,0,0,0,0,0
"MRPS21",0,0,0,0,0,0,0,0,0,0,0,0
"BAG3",1.04207415e-06,6.0076499e-07,-3.7343434e-07,1.58261092e-06,9.5574023e-07,1.18850481e-06,2.0159863e-06,2.1152191e-06,1.03827161e-06,-2.6763619e-06,1.45551128e-06,1.39836073e-06
"PRPF8",2.72323476e-08,2.49363189e-08,3.55083903e-08,5.6942973e-08,5.4523071e-09,1.11169368e-09,1.24747461e-08,6.7686777e-08,7.2499275e-08,6.4725183e-09,-2.12632191e-08,8.2601388e-08
"KRT13",0,0,0,0,0,0,0,0,0,0,0,0
"NSF",0,0,0,0,0,0,0,0,0,0,0,0
"SUMO3",-2.3802054e-06,-3.2070722e-07,1.86382202e-07,-2.8733728e-06,1.45908952e-07,-1.63188532e-06,-2.2092138e-06,-3.0044392e-06,6.8986206e-07,-4.0601484e-06,7.595779e-07,7.1541962e-07
"TCL1",-0.001520355828992,-0.000989643318664,0.00310883540968,0.0009802438646,-0.000179347496328,0.00341055178464,0.0001465371603696,-0.000991210676456,-0.000766904882744,0.00292241837888,-0.000387484633536,-0.00372653393112
"PSMD13",-3.01004623e-08,-2.99327482e-08,-5.16481732e-08,-2.05565406e-08,-4.60061689e-08,-4.21417641e-08,-4.53747675e-08,-5.762251e-08,-7.4423056e-08,-2.82976723e-08,1.64388954e-08,-5.3146492e-08
"MAD2L1",0,0,0,0,0,0,0,0,0,0,0,0
"ATAD3A",2.20120362e-14,-2.9734452e-14,-3.9415167e-14,2.70945081e-14,5.6522367e-14,-4.2493572e-14,-1.87021197e-14,-1.89139104e-14,1.20091653e-14,-2.26051452e-14,-4.0829481e-14,-2.25632682e-14
